unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,IS_BIKF_US_KSFB,Reykjavík,Orlando,"[""DE_EDDF_US_KMCO"" ""IE_EIDW_US_KMCO"" ""IS_BIKF_US_KMCO"" ""IS_BIKF_US_KSFB"" ""NL_EHAM_US_KORL"" ""UK_EGAA_US_KMCO"" ""UK_EGAA_US_KSFB"" ""UK_EGBB_US_KMCO"" ""UK_EGBB_US_KSFB"" ""UK_EGCC_US_KMCO"" ""UK_EGCC_US_KSFB"" ""UK_EGFF_US_KMCO"" ""UK_EGFF_US_KSFB"" ""UK_EGKK_US_KMCO"" ""UK_EGKK_US_KSFB"" ""UK_EGNT_US_KMCO"" ""UK_EGNT_US_KSFB"" ""UK_EGPF_US_KMCO"" ""UK_EGPF_US_KSFB"" ""UK_EGPK_US_KMCO""]",1692441,1581381,1490894,1421555,1428884,1451176,1565179,1693670,1973131,1797996,1757736,1982155,1857285,1498072,1448592,1675647,2038303,1907560,2023341,1866943,1879498,1506695,1541465,1685400
PAS,PAS_CRD,UK_EGKK_AL_LATI,London,Tirana,"[""AT_LOWW_AL_LATI"" ""DE_EDDF_AL_LATI"" ""DE_EDDM_AL_LATI"" ""EL_LGAV_AL_LATI"" ""HU_LHBP_AL_LATI"" ""IT_LIBD_AL_LATI"" ""IT_LIMC_AL_LATI"" ""IT_LIME_AL_LATI"" ""IT_LIMJ_AL_LATI"" ""IT_LIMP_AL_LATI"" ""IT_LIMZ_AL_LATI"" ""IT_LIPE_AL_LATI"" ""IT_LIPH_AL_LATI"" ""IT_LIPK_AL_LATI"" ""IT_LIPR_AL_LATI"" ""IT_LIPX_AL_LATI"" ""IT_LIPY_AL_LATI"" ""IT_LIPZ_AL_LATI"" ""IT_LIRF_AL_LATI"" ""IT_LIRP_AL_LATI"" ""IT_LIRQ_AL_LATI"" ""IT_LIRZ_AL_LATI"" ""SI_LJLJ_AL_LATI"" ""UK_EGKK_AL_LATI""]",1527654,1251837,1187241,1125741,911082,1244794,892280,674325,625165,529649,409042,326149,291047,214959,149970,,,,30868,,,,,
PAS,PAS_CRD,UK_EGLL_US_KIAH,London,Houston,"[""DE_EDDF_US_KIAH"" ""DE_EDDM_US_KIAH"" ""FR_LF90_US_KIAH"" ""FR_LFPG_US_KIAH"" ""FR_LFPO_US_KIAH"" ""NL_EHAM_US_KIAH"" ""UK_EGKK_US_KIAH"" ""UK_EGLL_US_KIAH""]",1503337,1564824,1596924,1507474,1486775,1474151,1460058,1389859,1453248,1472609,1379856,1329052,1250537,1097924,1124355,1070436,1146979,1021010,998250,872708,754068,573163,571826,634504
PAS,PAS_CRD,UK_EGLL_LB_OLBA,London,Beirut,"[""CY_LCLK_LB_OLBA"" ""DE_EDDF_LB_OLBA"" ""EL_LGAT_LB_OLBA"" ""EL_LGAV_LB_OLBA"" ""FR_LF90_LB_OLBA"" ""FR_LFPG_LB_OLBA"" ""FR_LFPO_LB_OLBA"" ""IT_LIMC_LB_OLBA"" ""IT_LIRF_LB_OLBA"" ""NL_EHAM_LB_OLBA"" ""UK_EGLL_LB_OLBA""]",1487300,1383373,1231097,1151385,1137011,1120332,1150478,1037231,883655,828531,688338,809002,853525,769698,686972,606714,520479,385987,342896,330988,290203,311005,224165,305320
PAS,PAS_CRD,UK_EGPF_CA_CYVR,Glasgow,Vancouver,"[""DE_EDDF_CA_CYVR"" ""DE_EDDM_CA_CYVR"" ""FR_LFPG_CA_CYVR"" ""NL_EHAM_CA_CYVR"" ""UK_EGCC_CA_CYVR"" ""UK_EGKK_CA_CYVR"" ""UK_EGLL_CA_CYVR"" ""UK_EGPF_CA_CYVR""]",1430427,1233073,1201461,1074179,1113065,1056567,1025518,1011240,1121215,1150544,1165907,1255863,1034376,968945,870967,971169,1059935,990074,956601,839732,888375,760103,757936,731049
PAS,PAS_CRD,UK_EGLL_US_KDTW,London,Detroit,"[""DE_EDDF_US_KDTW"" ""FR_LF90_US_KDTW"" ""FR_LFPG_US_KDTW"" ""IT_LIRF_US_KDTW"" ""NL_EHAM_US_KDTW"" ""UK_EGKK_US_KDTW"" ""UK_EGLL_US_KDTW""]",1427118,1507383,1420827,1391614,1315989,1224176,1181449,1242370,1667286,1577113,1574167,1699213,1578859,1447148,1417009,1514230,1761066,1651726,1387169,1090807,968965,733220,476283,378314
PAS,PAS_CRD,CH_LSZH_BR_SBGL,Zurich,Rio De Janeiro,"[""CH_LSZH_BR_SBGL"" ""DE_EDDF_BR_SBGL"" ""ES_LEBL_BR_SBGL"" ""ES_LEMD_BR_SBGL"" ""FR_LF90_BR_SBGL"" ""FR_LFPG_BR_SBGL"" ""IT_LIMC_BR_SBGL"" ""IT_LIRF_BR_SBGL"" ""NL_EHAM_BR_SBGL"" ""PT_LPPR_BR_SBGL"" ""PT_LPPT_BR_SBGL"" ""UK_EGKK_BR_SBGL"" ""UK_EGLL_BR_SBGL""]",1403111,1435287,1451673,1485846,1497954,1227155,1027308,882907,961056,875632,541473,763249,664485,616479,665604,646916,742463,468577,567198,690994,506876,559443,408494,530118
PAS,PAS_CRD,UK_EGKK_CU_MUHA,London,Havana,"[""DE_EDDF_CU_MUHA"" ""ES_LEMD_CU_MUHA"" ""FR_LF90_CU_MUHA"" ""FR_LFPG_CU_MUHA"" ""FR_LFPO_CU_MUHA"" ""IT_LIMC_CU_MUHA"" ""NL_EHAM_CU_MUHA"" ""UK_EGKK_CU_MUHA""]",1396639,1146174,894988,789533,774800,792831,767182,821471,804973,881091,920257,945957,795593,760379,726032,744000,725652,645542,540217,389384,281645,206633,178066,105966
PAS,PAS_CRD,UK_EGLL_MU_FIMP,London,Port Louis,"[""DE_EDDF_MU_FIMP"" ""FR_FMEE_MU_FIMP"" ""FR_FMEP_MU_FIMP"" ""FR_LF90_MU_FIMP"" ""FR_LFPG_MU_FIMP"" ""FR_LFPO_MU_FIMP"" ""IT_LIMC_MU_FIMP"" ""UK_EGKK_MU_FIMP"" ""UK_EGLL_MU_FIMP""]",1344359,1212489,1165601,1155536,1261900,1255193,1137370,1252659,1302337,1185762,1027961,1126140,1091795,1042592,930621,852399,832926,392837,697416,659671,617871,184169,155025,142916
PAS,PAS_CRD,UK_EGLL_CO_SKBO,London,Bogota,"[""DE_EDDF_CO_SKBO"" ""ES_LEBL_CO_SKBO"" ""ES_LEMD_CO_SKBO"" ""FR_LF90_CO_SKBO"" ""FR_LFPG_CO_SKBO"" ""UK_EGLL_CO_SKBO""]",1287834,1140482,987041,948539,977714,1039457,825326,792530,750491,173843,173097,144323,112368,98218,86664,,393916,174300,213296,194943,166619,163840,86639,68776
PAS,PAS_CRD,UK_EGKK_MX_MMUN,London,Cancún,"[""DE_EDDF_MX_MMUN"" ""ES_LEMD_MX_MMUN"" ""FR_LFPG_MX_MMUN"" ""FR_LFPO_MX_MMUN"" ""IT_LIMC_MX_MMUN"" ""NL_EHAM_MX_MMUN"" ""UK_EGCC_MX_MMUN"" ""UK_EGKK_MX_MMUN""]",1223176,1229377,1192143,1120495,1009947,974334,797067,573026,1094079,1027789,1082582,954596,995397,801504,540894,633704,436229,218893,275195,154967,131266,26703,87320,111601
PAS,PAS_CRD,CH_LSZH_US_KDFW,Zurich,Dallas-Fort Worth,"[""CH_LSZH_US_KDFW"" ""DE_EDDF_US_KDFW"" ""ES_LEMD_US_KDFW"" ""FR_LF90_US_KDFW"" ""FR_LFPG_US_KDFW"" ""NL_EHAM_US_KDFW"" ""UK_EGKK_US_KDFW"" ""UK_EGLL_US_KDFW""]",1216028,1182833,1215558,1209386,1177467,1158247,835830,769407,631614,635546,651793,722434,720603,649756,619227,546225,552679,616203,502894,608804,599693,676300,630281,679523
PAS,PAS_CRD,IS_BIKF_US_KSEA,Reykjavík,Seattle,"[""DE_EDDF_US_KSEA"" ""DK_EKCH_US_KSEA"" ""FR_LF90_US_KSEA"" ""FR_LFPG_US_KSEA"" ""IS_BIKF_US_KSEA"" ""NL_EHAM_US_KSEA"" ""UK_EGLL_US_KSEA""]",1188376,1110652,984111,875741,822786,804064,715532,671107,809656,552315,565720,543178,523992,338398,339758,367253,487677,437733,354613,214195,214127,204364,202541,196296
PAS,PAS_CRD,CH_LSZM_XK_LYPR,CH_LSZM,XK_LYPR,"[""AT_LOWW_XK_LYPR"" ""BE_EBLG_XK_LYPR"" ""CH_LSGG_XK_LYPR"" ""CH_LSZH_XK_LYPR"" ""CH_LSZM_XK_LYPR"" ""DE_EDDL_XK_LYPR"" ""DE_EDDM_XK_LYPR"" ""DE_EDDS_XK_LYPR"" ""FR_LFSB_XK_LYPR"" ""HR_LDZA_XK_LYPR"" ""IT_LIPX_XK_LYPR"" ""SI_LJLJ_XK_LYPR""]",1144086,1024169,900818,1033556,992582,916190,780833,716700,565993,456082,427116,592683,601109,542125,565445,78468,,,78611,151771,132167,,,
PAS,PAS_CRD,UK_EGKK_DO_MDPC,London,Punta Cana,"[""DE_EDDB_DO_MDPC"" ""DE_EDDF_DO_MDPC"" ""DE_EDDL_DO_MDPC"" ""DE_EDDM_DO_MDPC"" ""DE_EDDP_DO_MDPC"" ""ES_LEMD_DO_MDPC"" ""FR_LFPG_DO_MDPC"" ""FR_LFPO_DO_MDPC"" ""IT_LIMC_DO_MDPC"" ""NL_EHAM_DO_MDPC"" ""UK_EGCC_DO_MDPC"" ""UK_EGKK_DO_MDPC""]",1014507,1086009,975455,752822,781946,763077,757851,751838,807920,942510,892778,871702,678785,727555,432629,554212,401286,342338,160118,74485,96255,85800,52044,41851
PAS,PAS_CRD,CH_LSZM_EG_HEGN,CH_LSZM,Hurghada,"[""AT_LOWG_EG_HEGN"" ""AT_LOWL_EG_HEGN"" ""AT_LOWS_EG_HEGN"" ""AT_LOWW_EG_HEGN"" ""BE_EBBR_EG_HEGN"" ""CH_LSZH_EG_HEGN"" ""CH_LSZM_EG_HEGN"" ""DE_EDDB_EG_HEGN"" ""DE_EDDC_EG_HEGN"" ""DE_EDDE_EG_HEGN"" ""DE_EDDF_EG_HEGN"" ""DE_EDDH_EG_HEGN"" ""DE_EDDK_EG_HEGN"" ""DE_EDDL_EG_HEGN"" ""DE_EDDM_EG_HEGN"" ""DE_EDDN_EG_HEGN"" ""DE_EDDP_EG_HEGN"" ""DE_EDDS_EG_HEGN"" ""DE_EDDV_EG_HEGN"" ""DE_EDLP_EG_HEGN"" ""DK_EKBI_EG_HEGN"" ""EE_EETN_EG_HEGN"" ""FI_EFHK_EG_HEGN"" ""FR_LFPG_EG_HEGN"" ""IT_LIMC_EG_HEGN"" ""IT_LIME_EG_HEGN"" ""IT_LIPE_EG_HEGN"" ""IT_LIPN_EG_HEGN"" ""IT_LIPX_EG_HEGN"" ""LT_EYVI_EG_HEGN"" ""LU_ELLX_EG_HEGN"" ""LV_EVRA_EG_HEGN"" ""NL_EHAM_EG_HEGN"" ""PL_EPKT_EG_HEGN"" ""PL_EPPO_EG_HEGN"" ""PL_EPWA_EG_HEGN"" ""PL_EPWR_EG_HEGN"" ""SE_ESGG_EG_HEGN"" ""SE_ESMS_EG_HEGN"" ""SE_ESSA_EG_HEGN"" ""SI_LJLJ_EG_HEGN"" ""SK_LZIB_EG_HEGN"" ""SK_LZKZ_EG_HEGN"" ""UK_EGCC_EG_HEGN"" ""UK_EGKK_EG_HEGN""]",1009635,2234702,2014439,1534693,2689226,2139997,3320819,2900900,2930553,2361061,1889955,2036645,1929955,964184,949663,819589,1007196,737549,182531,467392,429486,150838,116711,81697
PAS,PAS_CRD,CH_LSZH_OM_OOMS,Zurich,Muscat,"[""CH_LSZH_OM_OOMS"" ""DE_EDDF_OM_OOMS"" ""DE_EDDM_OM_OOMS"" ""FR_LFPG_OM_OOMS"" ""IT_LIMC_OM_OOMS"" ""UK_EGLL_OM_OOMS""]",975433,744023,494260,527677,494814,423521,395981,236256,122909,287232,370490,352899,215610,189261,99952,147009,182896,165126,160028,158705,174046,149423,173012,177573
PAS,PAS_CRD,IS_BIKF_US_KMSP,Reykjavík,Minneapolis,"[""FR_LFPG_US_KMSP"" ""IS_BIKF_US_KMSP"" ""NL_EHAM_US_KMSP"" ""UK_EGKK_US_KMSP"" ""UK_EGLL_US_KMSP""]",916764,903459,834200,851302,774960,757207,741893,654967,784449,811401,726669,723917,739746,621282,568691,568292,669244,624274,545558,563833,547045,536769,442707,366565
PAS,PAS_CRD,FR_LFQQ_DZ_DAOO,Lille/Lesquin,Oran,"[""ES_LEAL_DZ_DAOO"" ""FR_LF90_DZ_DAOO"" ""FR_LFBO_DZ_DAOO"" ""FR_LFLL_DZ_DAOO"" ""FR_LFML_DZ_DAOO"" ""FR_LFOK_DZ_DAOO"" ""FR_LFPG_DZ_DAOO"" ""FR_LFPO_DZ_DAOO"" ""FR_LFQQ_DZ_DAOO""]",885369,844412,790401,605957,491738,380419,303084,304426,282413,290019,245940,241052,126264,117317,185843,190147,151860,134379,45882,92870,143677,110301,210392,245121
PAS,PAS_CRD,CH_LSZH_KE_HKJK,Zurich,Nairobi,"[""CH_LSZH_KE_HKJK"" ""FR_FMCZ_KE_HKJK"" ""FR_LFPG_KE_HKJK"" ""NL_EHAM_KE_HKJK"" ""UK_EGKK_KE_HKJK"" ""UK_EGLL_KE_HKJK""]",869862,845488,849201,724892,903779,983833,952735,852936,738582,893697,837793,465827,420283,283980,,,,265326,264626,,,,84909,
PAS,PAS_CRD,UK_EGSS_MY_WMKK,London,Kuala Lumpur,"[""AT_LOWW_MY_WMKK"" ""DE_EDDF_MY_WMKK"" ""FR_LF90_MY_WMKK"" ""FR_LFPG_MY_WMKK"" ""FR_LFPO_MY_WMKK"" ""IT_LIRF_MY_WMKK"" ""NL_EHAM_MY_WMKK"" ""UK_EGCC_MY_WMKK"" ""UK_EGLL_MY_WMKK"" ""UK_EGSS_MY_WMKK""]",857438,1382591,1468783,1504687,1179782,1357763,1287759,1124749,1147749,1197328,1196123,1440280,1244202,1115701,1081229,1094546,1118494,976918,902704,719578,578240,423907,383652,292907
PAS,PAS_CRD,UK_EGLL_US_KLAS,London,Las Vegas,"[""DE_EDDF_US_KLAS"" ""UK_EGCC_US_KLAS"" ""UK_EGKK_US_KLAS"" ""UK_EGLL_US_KLAS""]",816396,731454,643156,715730,582197,558947,452378,282334,381201,386503,353783,271545,152046,102216,87753,111254,,,,,,,,
PAS,PAS_CRD,UK_EGLL_NG_DNMM,London,Lagos,"[""DE_EDDF_NG_DNMM"" ""FR_LFPG_NG_DNMM"" ""IT_LIRF_NG_DNMM"" ""NL_EHAM_NG_DNMM"" ""UK_EGKK_NG_DNMM"" ""UK_EGLL_NG_DNMM""]",815381,844415,846227,875394,870972,894089,854194,932296,958551,942995,859897,779902,760767,706995,593719,529281,411594,284230,129394,126408,257642,233447,137834,232954
PAS,PAS_CRD,CH_LSZH_CL_SCEL,Zurich,Santiago,"[""CH_LSZH_CL_SCEL"" ""DE_EDDF_CL_SCEL"" ""ES_LEMD_CL_SCEL"" ""FR_LFPG_CL_SCEL"" ""IT_LIMC_CL_SCEL""]",795605,612697,604008,594657,566261,542288,493892,470774,663543,257077,167575,134174,120707,97215,134072,101639,99515,92714,84594,,,79748,,44566
PAS,PAS_CRD,UK_EGLL_CA_CYYC,London,Calgary,"[""DE_EDDF_CA_CYYC"" ""NL_EHAM_CA_CYYC"" ""UK_EGKK_CA_CYYC"" ""UK_EGLL_CA_CYYC""]",760014,673380,681088,628261,631153,671206,690712,604463,675225,538663,443838,424604,408385,383133,367891,368939,413912,389580,356450,336991,275715,211767,96808,87400
PAS,PAS_CRD,IT_LIRF_SN_GOOY,Rome,Dakar,"[""BE_EBBR_SN_GOOY"" ""ES_LEMD_SN_GOOY"" ""FR_LF90_SN_GOOY"" ""FR_LFBO_SN_GOOY"" ""FR_LFLL_SN_GOOY"" ""FR_LFPG_SN_GOOY"" ""FR_LFPO_SN_GOOY"" ""FR_LFRS_SN_GOOY"" ""IT_LIRF_SN_GOOY""]",683383,690221,474984,538415,554891,496493,411744,484499,541307,553567,540432,553881,472584,490663,440034,469126,402302,386617,351737,335696,314890,259315,230734,240127
PAS,PAS_CRD,NL_EHAM_PA_MPTO,Amsterdam,Tocumen,"[""DE_EDDF_PA_MPTO"" ""ES_LEMD_PA_MPTO"" ""FR_LFPG_PA_MPTO"" ""NL_EHAM_PA_MPTO""]",673212,543143,480628,349660,317885,254298,134328,201983,87864,94710,114331,,,,,,,,,,,,,
PAS,PAS_CRD,SK_LZ99_RU_UU99,SK_LZ99,RU_UU99,"[""CZ_LKKV_RU_UU99"" ""CZ_LKPD_RU_UU99"" ""CZ_LKPR_RU_UU99"" ""CZ_LKTB_RU_UU99"" ""IT_LIPY_RU_UU99"" ""SK_LZ99_RU_UU99""]",670144,638494,760271,839529,776924,663653,517487,446570,468015,338112,300601,282155,254865,223388,188851,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KCLT,London,Charlotte,"[""DE_EDDF_US_KCLT"" ""DE_EDDM_US_KCLT"" ""FR_LF90_US_KCLT"" ""FR_LFPG_US_KCLT"" ""IT_LIRF_US_KCLT"" ""UK_EGKK_US_KCLT"" ""UK_EGLL_US_KCLT""]",662000,736033,734854,744026,760691,722050,670120,493078,489562,455320,416291,419594,411565,276352,221835,383242,414150,194836,130793,121538,131087,124822,224068,240151
PAS,PAS_CRD,CH_LSZH_JP_RJBB,Zurich,Osaka,"[""AT_LOWW_JP_RJOO"" ""CH_LSZH_JP_RJBB"" ""DE_EDDF_JP_RJBB"" ""DE_EDDF_JP_RJOO"" ""FI_EFHK_JP_RJBB"" ""FR_LF90_JP_RJOO"" ""FR_LFPG_JP_RJBB"" ""FR_LFPG_JP_RJOO"" ""IT_LIMC_JP_RJBB"" ""IT_LIRF_JP_RJBB"" ""NL_EHAM_JP_RJBB"" ""UK_EGLL_JP_RJBB""]",647421,717394,803447,829946,807917,781478,779157,736473,669258,780740,789604,800767,845676,665917,899273,741739,805389,842930,1023345,1242413,858135,438868,83927,
PAS,PAS_CRD,UK_EGLL_TW_RCTP,London,Taipei,"[""AT_LOWW_TW_RCTP"" ""DE_EDDF_TW_RCTP"" ""FR_LFPG_TW_RCTP"" ""NL_EHAM_TW_RCTP"" ""UK_EGLL_TW_RCTP""]",618209,710759,658841,629725,577577,650673,594652,476603,484430,552950,566378,531845,403990,189230,246723,163654,281041,287552,244510,235216,174871,79248,79045,92960
PAS,PAS_CRD,FR_LFPO_MA_GMME,Paris,Rabat,"[""BE_EBCI_MA_GMME"" ""ES_LEGE_MA_GMME"" ""FR_LF90_MA_GMME"" ""FR_LFML_MA_GMME"" ""FR_LFOB_MA_GMME"" ""FR_LFPG_MA_GMME"" ""FR_LFPO_MA_GMME""]",609855,417433,421584,307775,300378,346033,320622,306392,283358,209882,163624,82684,,,,77456,133496,113741,101651,98995,97241,68525,66045,
PAS,PAS_CRD,UK_EGLL_SA_OEJN,London,Jeddah,"[""DE_EDDF_SA_OEJN"" ""FR_LFPG_SA_OEJN"" ""UK_EGCC_SA_OEJN"" ""UK_EGLL_SA_OEJN""]",597696,569394,498535,440396,411472,400137,379773,271294,235869,148279,134632,130733,154454,136212,148847,143917,169898,166077,175207,184615,173628,171784,173143,163755
PAS,PAS_CRD,UK_EGKK_BB_TBPB,London,Bridgetown,"[""FR_TFFF_BB_TBPB"" ""UK_EGCC_BB_TBPB"" ""UK_EGKK_BB_TBPB""]",591135,573561,547985,492569,465659,530969,529045,591145,597639,615356,588834,524009,541837,439499,435564,568189,464600,392913,303990,249144,225678,197614,180859,147532
PAS,PAS_CRD,UK_EGLL_ET_HAAB,London,Addis Ababa,"[""DE_EDDF_ET_HAAB"" ""FR_LFPG_ET_HAAB"" ""IT_LIRF_ET_HAAB"" ""UK_EGLL_ET_HAAB""]",589737,517268,493176,404983,462453,469249,273336,207211,202591,106001,98479,106330,112463,111640,116883,117700,89695,75147,,90044,81026,,,
PAS,PAS_CRD,UK_EGLL_IR_OIII,London,Tehran,"[""AT_LOWW_IR_OIIE"" ""BG_LBWN_IR_OIIE"" ""DE_EDDF_IR_OIIE"" ""DE_EDDF_IR_OIII"" ""FR_LFPG_IR_OIII"" ""IT_LIRF_IR_OIIE"" ""IT_LIRF_IR_OIII"" ""NL_EHAM_IR_OIIE"" ""NL_EHAM_IR_OIII"" ""UK_EGLL_IR_OIIE"" ""UK_EGLL_IR_OIII""]",581400,264577,235672,194956,442771,569075,567544,555296,550715,550894,594830,596346,519780,482086,466528,410111,404908,365660,330460,293333,130671,203878,237812,308932
PAS,PAS_CRD,NL_EHAM_MA_GMTT,Amsterdam,Tangier,"[""BE_EBBR_MA_GMTT"" ""BE_EBCI_MA_GMTT"" ""DE_EDLV_MA_GMTT"" ""ES_LEBL_MA_GMTT"" ""ES_LEMD_MA_GMTT"" ""FR_LFOB_MA_GMTT"" ""NL_EHAM_MA_GMTT""]",580697,549711,525505,557575,555293,470005,392299,268675,237389,93448,81107,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CN_ZGGG,London,Guangzhou,"[""DE_EDDF_CN_ZGGG"" ""FR_LFPG_CN_ZGGG"" ""NL_EHAM_CN_ZGGG"" ""UK_EGLL_CN_ZGGG""]",558585,572175,547137,522440,373017,306968,158016,207048,211760,226751,220104,179788,123263,,,,,,,,,,,
PAS,PAS_CRD,CH_LSZH_ZA_FACT,Zurich,Cape Town,"[""CH_LSZH_ZA_FACT"" ""DE_EDDF_ZA_FACT"" ""NL_EHAM_ZA_FACT"" ""UK_EGLL_ZA_FACT""]",539792,603034,608998,558228,641618,761774,760567,824028,991306,1030207,985209,947622,864090,751065,702180,672723,671982,652392,559495,403009,285216,141441,105230,95497
PAS,PAS_CRD,CH_LSZH_GH_DGAA,Zurich,Accra,"[""BE_EBBR_GH_DGAA"" ""CH_LSZH_GH_DGAA"" ""DE_EDDF_GH_DGAA"" ""NL_EHAM_GH_DGAA"" ""UK_EGKK_GH_DGAA"" ""UK_EGLL_GH_DGAA""]",520818,471203,386317,401833,409514,458397,349738,318262,313585,374874,395684,375742,297108,300317,360864,208427,92833,157695,82765,83036,,,,
PAS,PAS_CRD,UK_EGLL_SA_OERK,London,Riyadh,"[""DE_EDDF_SA_OERK"" ""DE_EDDF_SA_OERY"" ""FR_LFPG_SA_OERK"" ""UK_EGLL_SA_OERK""]",511308,539383,520826,473690,447316,411145,368786,223722,92217,81007,,,89936,92025,105059,107416,106670,102385,108705,96282,,,,
PAS,PAS_CRD,UK_EGLL_JO_OJAI,London,Amman,"[""AT_LOWW_JO_OJAI"" ""DE_EDDF_JO_OJAI"" ""FR_LF90_JO_OJAM"" ""FR_LFPG_JO_OJAI"" ""FR_LFPG_JO_OJAM"" ""FR_LFPO_JO_OJAM"" ""IT_LIRF_JO_OJAI"" ""NL_EHAM_JO_OJAI"" ""UK_EGLL_JO_OJAI""]",508789,576949,622732,580493,573041,643601,593516,483669,493901,447426,418389,478750,392377,304507,295285,215032,362751,314604,207243,214247,210346,232093,90600,140657
PAS,PAS_CRD,CH_LSZH_US_KDEN,Zurich,Denver,"[""CH_LSZH_US_KDEN"" ""DE_EDDF_US_KDEN"" ""DE_EDDM_US_KDEN"" ""IS_BIKF_US_KDEN"" ""UK_EGKK_US_KDEN"" ""UK_EGLL_US_KDEN""]",507481,495049,447183,440536,366799,367007,442727,516360,571623,501392,410945,402393,400170,318833,276887,305216,203969,171979,,,,,82483,96480
PAS,PAS_CRD,UK_EGLL_IN_VOBL,London,Bangalore,"[""DE_EDDF_IN_VOBG"" ""DE_EDDF_IN_VOBL"" ""FR_LFPG_IN_VOBG"" ""FR_LFPG_IN_VOBL"" ""UK_EGLL_IN_VOBG"" ""UK_EGLL_IN_VOBL""]",498127,508795,507580,516480,503701,506946,476625,544726,484216,507106,401946,141820,128584,83532,,,,,,,,,,
PAS,PAS_CRD,IT_LIMC_DO_MDSD,Milan,Santo Domingo,"[""ES_LEMD_DO_MDSD"" ""FR_LF90_DO_MDSD"" ""FR_LFPG_DO_MDSD"" ""FR_TFFR_DO_MDSD"" ""IT_LIMC_DO_MDHE"" ""IT_LIMC_DO_MDSD""]",480967,446290,241938,244256,350143,353616,429039,325366,321069,539520,501925,385934,371190,390127,387965,360923,390135,249582,359176,293391,221129,32715,154801,178836
PAS,PAS_CRD,NL_EHAM_AN_TNCC,Amsterdam,AN_TNCC,"[""NL_EHAM_AN_TNCC""]",470012,459426,426102,390266,388041,408791,392432,387141,337090,302235,272540,270765,288053,328843,287164,270911,177362,182575,190848,183991,180629,188648,181107,
PAS,PAS_CRD,FR_LFTW_MA_GMFF,Nîmes/Garons,Fes,"[""BE_EBCI_MA_GMFF"" ""DE_EDFH_MA_GMFF"" ""DE_EDLV_MA_GMFF"" ""ES_LEGE_MA_GMFF"" ""FR_LFML_MA_GMFF"" ""FR_LFMT_MA_GMFF"" ""FR_LFOB_MA_GMFF"" ""FR_LFPO_MA_GMFF"" ""FR_LFQQ_MA_GMFF"" ""FR_LFTW_MA_GMFF""]",458764,442357,359031,384971,432307,460653,383633,294251,234460,86948,78287,85914,,,,,,,,,,,,
PAS,PAS_CRD,CZ_LKPR_AE_OM99,Prague,AE_OM99,"[""CZ_LKPR_AE_OM99""]",426051,331827,262247,245762,234375,188019,91516,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_KW_OKBK,London,Kuwait City,"[""DE_EDDF_KW_OKBK"" ""NL_EHAM_KW_OKBK"" ""UK_EGLL_KW_OKBK""]",417155,397640,404356,404324,368577,456822,376379,375772,384270,466595,479723,467504,476395,294025,210404,186956,194089,198505,178796,182196,176961,188087,178996,161459
PAS,PAS_CRD,UK_EGNM_PK_OPRN,Leeds,Islamabad,"[""UK_EGBB_PK_OPRN"" ""UK_EGCC_PK_OPRN"" ""UK_EGLL_PK_OPRN"" ""UK_EGNM_PK_OPRN""]",414971,248924,315212,372645,367840,413488,413240,421831,516726,468280,439293,405085,296742,229366,198993,154505,145639,175061,131632,128011,125650,117857,110870,104517
PAS,PAS_CRD,PT_LPPT_AO_FNBG,Lisbon,Benguela,"[""PT_LPPT_AO_FNBG""]",397555,281966,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,CH_LSZH_LK_VCBI,Zurich,Colombo,"[""CH_LSZH_LK_VCBI"" ""DE_EDDF_LK_VCBI"" ""FR_LFPG_LK_VCBI"" ""IT_LIRF_LK_VCBI"" ""NL_EHAM_LK_VCBI"" ""UK_EGLL_LK_VCBI""]",388212,403441,478911,429577,437347,411094,329409,255458,359811,411251,371909,350437,575911,340234,305458,197397,298197,270189,116526,104503,80642,179856,167035,80420
PAS,PAS_CRD,CZ_LKPR_IL_LL99,Prague,IL_LL99,"[""CZ_LKPR_IL_LL99""]",372918,316270,263977,236485,233883,239389,243118,240069,213238,179863,172950,171831,179590,184210,221116,,,,,,,,,
PAS,PAS_CRD,FR_LFSB_DZ_DABC,Bâle/Mulhouse,Constantine,"[""FR_LF90_DZ_DABC"" ""FR_LFLL_DZ_DABC"" ""FR_LFML_DZ_DABC"" ""FR_LFPO_DZ_DABC"" ""FR_LFSB_DZ_DABC""]",366284,151304,149357,138731,127943,129144,117457,113599,113747,115520,101956,118514,111448,86778,95623,164032,148805,140138,128269,145430,164900,142704,190231,256466
PAS,PAS_CRD,UK_EGLL_BH_OBBI,London,Manama,"[""DE_EDDF_BH_OBBI"" ""EL_LGAV_BH_OBBI"" ""FR_LFPG_BH_OBBI"" ""NL_EHAM_BH_OBBI"" ""UK_EGLL_BH_OBBI""]",363983,282835,386740,384044,527934,568714,622036,750389,755518,647273,751278,541668,432194,364425,304468,223193,219099,216995,216979,183355,187776,208243,147991,140061
